fewsid;Id;Code;Omschrijving;Groep;Titel;Begin geldigheid;Eind geldigheid
648;319;N7383.04;NEN 7383:2004 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
649;174;N872.05;NEN-EN 872:2005 en;Norm water-fysisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
650;221;N903.94;NEN-EN 903:1994 en;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
651;866;Notove;Bepaling toetsoordeel (+ of -) met/volgens Notove-methodiek;Methodiek;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
652;190;OVAM2IB1;OVAM afvalstoffencompendium 2/I/B.1;Voorschrift;;10 december 2015 00:00:00;1 januari 2100 00:00:00
653;191;OVAM2IC2.3;OVAM afvalstoffencompendium 2/I/C.2.3;Voorschrift;;10 december 2015 00:00:00;1 januari 2100 00:00:00
654;192;OVAM2IIA3;OVAM afvalstoffencompendium 2/II/A.3;Voorschrift;;10 december 2015 00:00:00;1 januari 2100 00:00:00
655;193;OVAM2IIA6;OVAM afvalstoffencompendium 2/II/A.6;Voorschrift;;10 december 2015 00:00:00;1 januari 2100 00:00:00
656;194;OVAM3B;OVAM afvalstoffencompendium 3/B;Voorschrift;;10 december 2015 00:00:00;1 januari 2100 00:00:00
657;195;OVAM3I;OVAM afvalstoffencompendium 3/I;Voorschrift;;10 december 2015 00:00:00;1 januari 2100 00:00:00
658;196;OVAM3N;OVAM afvalstoffencompendium 3/N;Voorschrift;;10 december 2015 00:00:00;1 januari 2100 00:00:00
659;197;OVAM3R1;OVAM afvalstoffencompendium 3/R1;Voorschrift;;10 december 2015 00:00:00;1 januari 2100 00:00:00
660;1037;P3020-123.16;Protocol 3020-1/2/3, 23-06-2016;Voorschrift;;15 februari 2020 00:00:00;1 januari 2100 00:00:00
661;1038;P3030-1.16;Protocol 3030-2, 23-06-2016;Voorschrift;;15 februari 2020 00:00:00;1 januari 2100 00:00:00
662;1039;P3110-4.16;Protocol 3110-4, 23-06-2016;Voorschrift;;15 februari 2020 00:00:00;1 januari 2100 00:00:00
663;1040;P3110-5.16;Protocol 3110-5, 23-06-2016;Voorschrift;;15 februari 2020 00:00:00;1 januari 2100 00:00:00
664;1041;P3130-1.16;Protocol 3130-1, 23-06-2016;Voorschrift;;15 februari 2020 00:00:00;1 januari 2100 00:00:00
665;1042;P3130-2.16;Protocol 3130-2, 23-06-2016;Voorschrift;;15 februari 2020 00:00:00;1 januari 2100 00:00:00
666;867;P3210-1.08;prestatieblad 3210-1, 25-6-2008 (droge stof);Voorschrift vervallen;;1 januari 2013 00:00:00;1 januari 2100 00:00:00
667;868;P3210-1.11;prestatieblad 3210-1, 10-2-2011 (droge stof);Voorschrift vervallen;;14 juli 2015 00:00:00;1 januari 2100 00:00:00
668;966;P3210-1.13;prestatieblad 3210-1, 03-10-2013 (droge stof);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
669;982;P3210-1.16;prestatieblad 3210-1, 23-06-2016 (droge stof);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
670;967;P3210-2.13;prestatieblad 3210-2, 03-10-2013 (organische stof);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
671;983;P3210-2.16;prestatieblad 3210-2, 23-06-2016 (organische stof);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
672;869;P3210-2a.08;prestatieblad 3210-2a, 25-6-2008 (organische stof);Voorschrift vervallen;;1 januari 2013 00:00:00;1 januari 2100 00:00:00
673;870;P3210-2a.11;prestatieblad 3210-2a, 10-2-2011 (organische stof);Voorschrift vervallen;;16 juli 2015 00:00:00;1 januari 2100 00:00:00
674;871;P3210-2b.08;prestatieblad 3210-2b, 25-6-2008 (gloeirest);Voorschrift vervallen;;1 januari 2013 00:00:00;1 januari 2100 00:00:00
675;872;P3210-2b.11;prestatieblad 3210-2b, 10-2-2011 (gloeirest);Voorschrift vervallen;;16 juli 2015 00:00:00;1 januari 2100 00:00:00
676;873;P3210-3.08;prestatieblad 3210-3, 25-6-2008 (korrelgroottefractie);Voorschrift vervallen;;1 januari 2013 00:00:00;1 januari 2100 00:00:00
677;874;P3210-3.11;prestatieblad 3210-3, 10-2-2011 (korrelgroottefracti;Voorschrift vervallen;;14 juli 2015 00:00:00;1 januari 2100 00:00:00
678;968;P3210-3.13;prestatieblad 3210-3, 03-10-2013 (korrelgroottefractie);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
679;984;P3210-3.16;prestatieblad 3210-3, 23-06-2016 (korrelgroottefractie);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
680;875;P3210-4.08;prestatieblad 3210-4, 25-6-2008 (metalen);Voorschrift vervallen;;1 januari 2013 00:00:00;1 januari 2100 00:00:00
681;876;P3210-4.11;prestatieblad 3210-4, 10-2-2011 (metalen);Voorschrift vervallen;;14 juli 2015 00:00:00;1 januari 2100 00:00:00
682;969;P3210-4.13;prestatieblad 3210-4, 03-10-2013 (metalen);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
683;985;P3210-4.16;prestatieblad 3210-4, 23-06-2016 (metalen);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
684;877;P3210-5.08;prestatieblad 3210-5, 25-6-2008 (PAK);Voorschrift vervallen;;1 januari 2013 00:00:00;1 januari 2100 00:00:00
685;878;P3210-5.11;prestatieblad 3210-5, 10-2-2011 (PAK);Voorschrift vervallen;;14 juli 2015 00:00:00;1 januari 2100 00:00:00
686;970;P3210-5.13;prestatieblad 3210-5, 03-10-2013 (PAK);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
687;986;P3210-5.16;prestatieblad 3210-5, 23-06-2016 (PAK);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
688;879;P3210-6.08;prestatieblad 3210-6, 25-6-2008 (minerale olie);Voorschrift vervallen;;1 januari 2013 00:00:00;1 januari 2100 00:00:00
689;880;P3210-6.11;prestatieblad 3210-6, 10-2-2011 (minerale olie);Voorschrift vervallen;;14 juli 2015 00:00:00;1 januari 2100 00:00:00
690;971;P3210-6.13;prestatieblad 3210-6, 03-10-2013 (minerale olie);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
691;987;P3210-6.16;prestatieblad 3210-6, 23-06-2016 (minerale olie);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
692;881;P3210-7.08;prestatieblad 3210-7, 25-6-2008 (PCB);Voorschrift vervallen;;1 januari 2013 00:00:00;1 januari 2100 00:00:00
693;882;P3210-7.11;prestatieblad 3210-7, 10-2-2011 (PCB);Voorschrift vervallen;;14 juli 2015 00:00:00;1 januari 2100 00:00:00
694;972;P3210-7.13;prestatieblad 3210-7, 03-10-2013 (PCB);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
695;988;P3210-7.16;prestatieblad 3210-7, 23-06-2016 (PCB);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
696;883;P3220-1.08;prestatieblad 3220-1, 25-6-2008 (OCB);Voorschrift vervallen;;1 januari 2013 00:00:00;1 januari 2100 00:00:00
697;884;P3220-1.11;prestatieblad 3220-1, 10-2-2011 (OCB);Voorschrift vervallen;;14 juli 2015 00:00:00;1 januari 2100 00:00:00
698;973;P3220-1.13;prestatieblad 3220-1, 03-10-2013 (OCB);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
699;989;P3220-1.16;prestatieblad 3220-1, 23-06-2016 (OCB);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
700;974;P3220-2.13;prestatieblad 3220-2, 03-10-2013 (OCB overig);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
701;990;P3220-2.16;prestatieblad 3220-2, 23-06-2016 (OCB overig);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
702;1053;P3230-1.16;Protocol 3230-1, 23-06-2016;Voorschrift;;6 maart 2020 00:00:00;1 januari 2100 00:00:00
703;1054;P3240-1.16;Protocol 3240-1, 23-06-2016;Voorschrift;;6 maart 2020 00:00:00;1 januari 2100 00:00:00
704;885;P3250-1.11;prestatieblad 3250-1, 10-2-2011 (elementen);Voorschrift vervallen;;16 juli 2015 00:00:00;1 januari 2100 00:00:00
705;975;P3250-1.13;prestatieblad 3250-1, 03-10-2013 (metalen);Voorschrift vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
706;991;P3250-1.16;prestatieblad 3250-1, 23-06-2016 (metalen);Voorschrift;;14 december 2016 00:00:00;1 januari 2100 00:00:00
707;965;P3260-1.11;prestatieblad 3260-1, 10-2-2011 (pentachloorfenol);Voorschrift;;29 november 2014 00:00:00;1 januari 2100 00:00:00
708;886;P5637.06;NPR 5637:2006 nl;Norm radioactiviteit;;1 juli 2013 00:00:00;1 januari 2100 00:00:00
709;887;P5638.06;NPR 5638:2006 nl;Norm radioactiviteit;;1 juli 2013 00:00:00;1 januari 2100 00:00:00
710;888;P5792.97;NPR 5792:1997 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
711;889;P6264.89;NPR 6264:1989 nl;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
712;1034;P6266.14;NPR 6266:2014 nl;Norm vervallen;;8 augustus 2018 00:00:00;1 januari 2100 00:00:00
713;890;P6266.91;NPR 6266:1991 nl;Norm vervallen;;8 augustus 2018 00:00:00;1 januari 2100 00:00:00
714;891;P6267.02;NPR 6267:2002 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
715;892;P6268.95;NPR 6268:1995 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
716;893;P6270.96;NPR 6270:1996 nl;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
717;894;P6272.95;NPR 6272:1995 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
718;895;P6277.02;NPR 6277:2002 nl;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
719;896;P6400.88;NPR 6400:1988 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
720;897;P6416.95;NPR 6416:1995 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
721;898;P6417.97;NPR 6417:1997 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
722;899;P6425.95;NPR 6425:1995 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
723;900;P6505.94;NPR 6505:1994 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
724;901;P6537.88;NPR 6537:1988 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
725;902;P6538.90;NPR 6538:1990 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
726;180;P6546.88;NPR 6546:1988 nl;Norm water-fysisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
727;904;P6554.81;NPR 6554:1981 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
728;905;P6558.81;NPR 6558:1981 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
729;906;P6574.87;NPR 6574:1987 nl;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
730;91;P6600.93;NPR 6600:1993 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
731;907;P6616.82;NPR 6616:1982 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
732;1035;P9060.16;NPR 9060:2016 nl;Norm water-biologisch;;19 juli 2019 00:00:00;1 januari 2100 00:00:00
733;958;PZMJK-A;Protocol Zwemmersjeuk 2011 - A diagnose aandoening;Voorschrift;;23 oktober 2014 00:00:00;1 januari 2100 00:00:00
734;959;PZMJK-C;Protocol Zwemmersjeuk 2011 - C slakken met Trichobilharzia;Voorschrift;;23 oktober 2014 00:00:00;1 januari 2100 00:00:00
735;960;PZMJK-D;Protocol Zwemmersjeuk 2011 - D DNA Trichobilharzia in water;Voorschrift;;23 oktober 2014 00:00:00;1 januari 2100 00:00:00
736;908;RWS-RMI.10;RWS Standaard voor inwinning hydrol. en meteo. gegevens 2010;Voorschrift;;28 oktober 2014 00:00:00;1 januari 2100 00:00:00
737;909;RWSV-W006;RWSV 913.00.W006;Voorschrift;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
738;910;RWSV-W007;RWSV 913.00.W007;Voorschrift;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
739;911;RWSV-W008;RWSV 913.00.W008;Voorschrift;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
740;912;RWSV-W009;RWSV 913.00.W009;Voorschrift;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
741;913;RWSV-W012;RWSV 913.00.W012;Voorschrift;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
742;1008;SIII2.1v2.14;CWEA/S-III-2.1V2:2014;Norm bodem-chemisch;;16 mei 2017 00:00:00;1 januari 2100 00:00:00
743;914;T11370.00;ISO/TS 11370:2000 en;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
744;915;T11905-2.97;ISO/TR 11905-2:1997 en;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
745;916;T14256-1.03;ISO/TS 14256-1:2003 en;Norm bodem-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
746;917;T15214-1.06;NPR-CEN/TR 15214-1:2006 en;Norm slib;;1 april 2017 00:00:00;1 januari 2100 00:00:00
747;918;T15214-2.06;NPR-CEN/TR 15214-2:2006 en;Norm slib;;1 april 2017 00:00:00;1 januari 2100 00:00:00
748;919;T15214-3.06;NPR-CEN/TR 15214-3:2006 en;Norm slib;;1 april 2017 00:00:00;1 januari 2100 00:00:00
749;920;T15215-1.06;CEN/TR 15215-1:2006 en;Norm slib;;1 april 2017 00:00:00;1 januari 2100 00:00:00
750;921;T15462.06;NPR-ISO/TR 15462:2006 en;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
751;922;T17892-1.04;ISO/TS 17892-1:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
752;923;T17892-1.06;NPR-CEN-ISO/TS 17892-1:2006 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
753;924;T17892-10.04;NPR-CEN-ISO/TS 17892-10:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
754;925;T17892-11.04;NPR-CEN-ISO/TS 17892-11:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
755;926;T17892-12.04;NPR-CEN-ISO/TS 17892-12:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
756;927;T17892-2.04;NPR-CEN-ISO/TS 17892-2:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
757;928;T17892-3.04;NPR-CEN-ISO/TS 17892-3:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
758;929;T17892-4.04;NPR-CEN-ISO/TS 17892-4:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
759;930;T17892-5.04;NPR-CEN-ISO/TS 17892-5:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
760;931;T17892-7.04;NPR-CEN-ISO/TS 17892-7:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
761;932;T17892-8.04;NPR-CEN-ISO/TS 17892-8:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
762;933;T17892-9.04;NPR-CEN-ISO/TS 17892-9:2004 en;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
763;934;T20281.06;ISO/TS 20281:2006 en;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
764;935;T23893-2.07;ISO/TS 23893-2:2007 en;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
765;313;T5727.04;NTA 5727:2004 nl;Norm bodem-fysisch;;10 december 2015 00:00:00;1 januari 2100 00:00:00
766;282;T8200.02;NTA 8200:2002 en;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
767;283;T8204.03;NTA 8204:2003 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
768;936;Towabo;Bepaling waterbodemklasse volgens Towabo-methodiek;Methodiek;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
769;937;V13843.01;NVN-ENV-ISO 13843:2001 en;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
770;109;V2057.86;NVN 2507:1986 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
771;236;V2795.06;NVN 2795:2006 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
772;309;V2946.89;NVN 2946:1989 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
773;938;V5694.96;NVN 5694:1996 nl (vervallen);Norm vervallen;;1 april 2017 00:00:00;1 januari 2100 00:00:00
774;939;V5710.03;NVN 5710:2003 Ontw. nl;Norm bodem-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
775;940;V5718.94;NVN 5718:1994 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
776;4;V5729.01;NVN 5729:2001 Ontw. nl;Norm bodem-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
777;113;V5730.91;NVN 5730:1991 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
778;181;V5731.98;NVN 5731:1998 nl;Norm bodem-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
779;72;V5732.99;NVN 5732:1999 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
780;110;V5770.93;NVN 5770:1993 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
781;944;V5790.96;NVN 5790:1996 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
782;945;V6404.00;NVN 6404:2000 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
783;63;V6409.97;NVN 6409:1997 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
784;946;V6419.06;NVN 6419:2006 Ontw. nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
785;947;V6517.00;NVN 6517:2000 nl;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
786;948;V6590.90;NVN 6590:1990 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
787;949;V6592.90;NVN 6592:1990 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
788;64;V6678.97;NVN 6678:1997 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
789;950;V6982.06;NVN 6982:2006 Ontw. nl;Norm bodem/water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
790;951;V6983.06;NVN 6983:2006 Ontw. nl;Norm bodem/water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
791;952;V6984.06;NVN 6984:2006 Ontw. nl;Norm bodem/water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
792;183;V7312.95;NVN 7312:1995 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
793;65;V7321.97;NVN 7321:1997 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
794;66;V7322.97;NVN 7322:1997 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
795;67;V7324.97;NVN 7324:1997 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
796;188;V7350.95;NVN 7350:1995 Ontw. Nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
797;980;V7350.97;NVN 7350:1997 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
798;954;V7392.05;NVN 7392:2005 Ontw. nl;Norm bodem-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
799;955;VOORLOPIG;Voorlopige bepaling klasse door deskundige;Methodiek;;5 november 2013 00:00:00;1 januari 2100 00:00:00
800;956;ZINTUIGLIJK;Niet genormaliseerde zintuiglijke waardebepaling;Algemeen niet-genormaliseerd;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
801;957;iWSR;Bepaling waarde / waterindex (0-100) volgens iWSR-methodiek;Methodiek;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
