fewsid;Code;Omschrijving;CASnummer;Groep;Id;Begin geldigheid;Eind geldigheid
3748;promtzne;promethazine;60-87-7;ChemischeStof;4492;17 november 2012 00:00:00;1 januari 2100 00:00:00
3749;propAd;propyzamide;23950-58-5;ChemischeStof;1438;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3750;propCl;propachloor;1918-16-7;ChemischeStof;1422;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3751;propcnzl;propiconazol (som cis- en trans-);60207-90-1;ChemischeStof;1429;7 december 2018 00:00:00;1 januari 2100 00:00:00
3752;propfl;propofol;2078-54-8;ChemischeStof;5081;29 maart 2014 00:00:00;1 januari 2100 00:00:00
3753;propfnzn;propyfenazon;479-92-5;ChemischeStof;4494;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3754;propfs;propafos;7292-16-2;ChemischeStof;4495;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3755;propgachl;propargylalcohol;107-19-7;ChemischeStof;4496;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3756;propgt;propargiet;2312-35-8;ChemischeStof;4497;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3757;propmcb;propamocarb;24579-73-5;ChemischeStof;1424;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3758;propmcbHCl;propamocarb hydrochloride;25606-41-1;ChemischeStof;4499;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3759;propnb;propineb;12071-83-9;ChemischeStof;4500;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3760;propnl;propanil;709-98-8;ChemischeStof;4501;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3761;propnll;propranolol;525-66-6;ChemischeStof;2491;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3762;propnllHCL;propranolol-hydrochloride;318-98-9;ChemischeStof;4502;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3763;propont;propionaat;72-03-7;ChemischeStof;5599;30 juni 2016 00:00:00;1 januari 2100 00:00:00
3764;propozr;propionzuur;79-09-4;ChemischeStof;1431;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3765;propqzfp;propaquizafop;111479-05-1;ChemischeStof;4503;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3766;proptfs;propetamfos;31218-83-4;ChemischeStof;1428;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3767;propxcbzn;propoxycarbazon;145026-81-9;ChemischeStof;4504;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3768;propxr;propoxur;114-26-1;ChemischeStof;1432;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3769;propzne;propazine;139-40-2;ChemischeStof;1427;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3770;proqazd;proquinazid;189278-12-4;ChemischeStof;4506;7 april 2012 00:00:00;1 januari 2100 00:00:00
3771;prosfcb;prosulfocarb;52888-80-9;ChemischeStof;2361;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3772;prosfrn;prosulfuron;94125-34-5;ChemischeStof;4507;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3773;protat;prothoaat;2275-18-5;ChemischeStof;4508;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3774;protocHCl;prothiocarb hydrochloride;19622-19-6;ChemischeStof;6226;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3775;protocb;prothiocarb;19622-08-3;ChemischeStof;4509;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3776;protocnzdto;prothioconazol-desthio;120983-64-4;ChemischeStof;5252;7 februari 2015 00:00:00;1 januari 2100 00:00:00
3777;protocnzl;prothioconazool;178928-70-6;ChemischeStof;4510;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3778;protofs;prothiofos;34643-46-4;ChemischeStof;2445;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3779;pttC4yTol;p-tertiair-butyltolueen;98-51-1;ChemischeStof;236;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3780;pttamFol;para-(tertiair-amyl)fenol;80-46-6;ChemischeStof;4514;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3781;pymtzne;pymetrozine;123312-89-0;ChemischeStof;4521;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3782;pyrazfs;pyrazofos;13457-18-6;ChemischeStof;1444;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3783;pyrbtcb;pyributicarb;88678-67-5;ChemischeStof;5603;30 juni 2016 00:00:00;1 januari 2100 00:00:00
3784;pyrcbld;pyracarbolid;24691-76-7;ChemischeStof;4522;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3785;pyrcfs;pyraclofos;89784-60-1;ChemischeStof;4523;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3786;pyrcsbn;pyraclostrobin;175013-18-0;ChemischeStof;4524;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3787;pyrdbn;pyridaben;96489-71-3;ChemischeStof;1450;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3788;pyrdfl;pyridafol;40020-01-7;ChemischeStof;4525;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3789;pyrdfton;pyridafention;119-12-0;ChemischeStof;4526;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3790;pyrdll;pyridalyl;179101-81-6;ChemischeStof;5249;5 februari 2015 00:00:00;1 januari 2100 00:00:00
3791;pyrdne;pyridine;110-86-1;ChemischeStof;1451;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3792;pyrdt;pyridaat;55512-33-9;ChemischeStof;4527;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3793;pyrffn;pyraflufen;129630-17-7;ChemischeStof;4528;22 juli 2012 00:00:00;1 januari 2100 00:00:00
3794;pyrffnC2y;pyraflufen-ethyl;129630-19-9;ChemischeStof;4529;21 juli 2012 00:00:00;1 januari 2100 00:00:00
3795;pyrfnx;pyrifenox;88283-41-4;ChemischeStof;4530;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3796;pyrlt;pyrolaat;596-51-0;ChemischeStof;4531;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3797;pyrmdfn;pyrimidifen;105779-78-0;ChemischeStof;4532;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3798;pyrmtnl;pyrimethanil;53112-28-0;ChemischeStof;2303;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3799;pyrofnn;pyriofenon;688046-61-9;ChemischeStof;5934;13 april 2018 00:00:00;1 januari 2100 00:00:00
3800;pyrpxfn;pyriproxyfen;95737-68-1;ChemischeStof;4533;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3801;pyrqln;pyroquilon;57369-32-1;ChemischeStof;4534;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3802;pyrslm;pyroxsulam;422556-08-9;ChemischeStof;4535;12 juli 2011 00:00:00;1 januari 2100 00:00:00
3803;pyrtnI;pyrethrin I;121-21-1;ChemischeStof;4536;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3804;pyrtnII;pyrethrin II;121-29-9;ChemischeStof;4537;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3805;pyrtnn;pyrethrinen;8003-34-7;ChemischeStof;5280;19 maart 2015 00:00:00;1 januari 2100 00:00:00
3806;pyrtpmat;pyrantel pamoaat;22204-24-6;ChemischeStof;6423;12 juni 2020 00:00:00;1 januari 2100 00:00:00
3807;pyrzl;pyrazol;288-13-1;ChemischeStof;5345;13 augustus 2015 00:00:00;1 januari 2100 00:00:00
3808;quetpne;quetiapine;111974-69-7;ChemischeStof;4539;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3809;quincmn;quinoclamin;2797-51-5;ChemischeStof;4540;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3810;quincrc;quinclorac;84087-01-4;ChemischeStof;6227;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3811;quinfs;quinalfos;13593-03-8;ChemischeStof;4541;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3812;quinlne;quinoline;91-22-5;ChemischeStof;4542;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3813;quinmrc;quinmerac;90717-03-6;ChemischeStof;4543;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3814;quinmtont;quinomethionaat;2-1-2439;ChemischeStof;469;10 juni 2011 00:00:00;1 januari 2100 00:00:00
3815;quinne;chinon;106-51-4;ChemischeStof;4544;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3816;quinoxfn;quinoxyfen;124495-18-7;ChemischeStof;4545;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3817;quizlfC2y;quizalofop-ethyl;76578-14-8;ChemischeStof;4546;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3818;quizlfPC2y;quizalofop-P-ethyl;100646-51-3;ChemischeStof;4548;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3819;quizlfp;quizalofop;76578-12-6;ChemischeStof;4547;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3820;rantdne;ranitidine;66357-35-5;ChemischeStof;4556;17 november 2012 00:00:00;1 januari 2100 00:00:00
3821;repgnde;repaglinide;135062-02-1;ChemischeStof;4564;17 november 2012 00:00:00;1 januari 2100 00:00:00
3822;resmtn;resmethrin;10453-86-8;ChemischeStof;1459;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3823;rhodnne;rhodanine;141-84-4;ChemischeStof;4569;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3824;rimoln;rimexolon;49697-38-3;ChemischeStof;6162;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3825;rimsfrn;rimsulfuron;122931-48-0;ChemischeStof;4570;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3826;risprdne;risperidone;106266-06-2;ChemischeStof;4572;17 november 2012 00:00:00;1 januari 2100 00:00:00
3827;ritlnzr;ritalinezuur;19395-41-6;ChemischeStof;5558;16 januari 2016 00:00:00;1 januari 2100 00:00:00
3828;rocrnBr;rocuronium bromide;119302-91-9;ChemischeStof;6424;12 juni 2020 00:00:00;1 januari 2100 00:00:00
3829;rondzl;ronidazol;7681-76-7;ChemischeStof;4574;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3830;rosgtzn;rosiglitazon;122320-73-4;ChemischeStof;5628;20 augustus 2016 00:00:00;1 januari 2100 00:00:00
3831;rosvstne;rosuvastatine;287714-41-4;ChemischeStof;4575;17 november 2012 00:00:00;1 januari 2100 00:00:00
3832;rotnn;rotenon;83-79-4;ChemischeStof;4576;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3833;roxtmcne;roxitromycine;80214-83-1;ChemischeStof;2492;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3834;s1214DClBen;som 1,2- en 1,4-dichloorbenzeen;NVT;ChemischeStof;4262;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3835;s123xT4ClBen;som 1,2,3,4- en 1,2,3,5-tetrachloorbenzeen;NVT;ChemischeStof;4270;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3836;s12ClNaf;som 1- en 2-chloornaftaleen;NVT;ChemischeStof;491;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3837;s12DBrC2e;som 1,2-dibroometheen (som cis- en trans-);540-49-8;ChemischeStof;6112;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3838;s12x5T4ClBen;som 1,2,3,5- en 1,2,4,5-tetrachloorbenzeen;NVT;ChemischeStof;17;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3839;s1314xyln;som 1,3- en 1,4-xyleen;NVT;ChemischeStof;1143;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3840;s1Cl24NO2Ben;som 1-chloor-2- en 4-nitrobenzeen;NVT;ChemischeStof;4273;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3841;s2334DClTol;som 2,3- en 3,4-dichloortolueen;NVT;ChemischeStof;6113;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3842;s2335DC1yFol;som 2,3- en 3,5-dimethylfenol;NVT;ChemischeStof;6170;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3843;s23452346T4F;som 2,3,4,5- en 2,3,4,6-tetrachloorfenol;NVT;ChemischeStof;2111;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3844;s23ClTol;som 2- en 3-chloortolueen;NVT;ChemischeStof;2722;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3845;s23cycC6on;som 2- en 3-methylcyclohexanon;NVT;ChemischeStof;1732;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3846;s23x6T4ClFol;som 2,3,4,6- en 2,3,5,6-tetrachloorfenol;NVT;ChemischeStof;2068;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3847;s23xyldn34DC;som 2,3-xylidine en 3,4-dimethylaniline;NVT;ChemischeStof;6242;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3848;s242526DClTo;som 2,4- en 2,5- en 2,6-dichloortolueen;NVT;ChemischeStof;6114;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3849;s2425DC1yFol;som 2,4- en 2,5-dimethylfenol (teerzuurfractie);84989-06-0;ChemischeStof;110;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3850;s2425DClAn;som 2,4- en 2,5-dichlooraniline;NVT;ChemischeStof;108;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3851;s2425DClFol;som 2,4- en 2,5-dichloorfenol;NVT;ChemischeStof;109;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3852;s2426DNO2Tol;som 2,4- en 2,6-dinitrotolueen;NVT;ChemischeStof;4279;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
3853;s2426TolDiCN;som 2,4- en 2,6-tolueendiisocyanaat;NVT;ChemischeStof;4280;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
3854;s24C1yAn;som 2- en 4-methylaniline;NVT;ChemischeStof;6057;12 november 2019 00:00:00;1 januari 2100 00:00:00
3855;s24NO2Fol;som 2- en 4-nitrofenol;NVT;ChemischeStof;6062;12 november 2019 00:00:00;1 januari 2100 00:00:00
3856;s2C2oxippxC2;som 2-ethoxy- en isopropoxyethanol;NVT;ChemischeStof;5346;12 september 2015 00:00:00;1 januari 2100 00:00:00
3857;s2ClxNO2Tol;som 2-chloor-4, 5 en 6-nitrotolueen;NVT;ChemischeStof;4281;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3858;s2xDClFol;som 2,3-, 2,4-, 2,5- en 2,6-dichloorfenol;NVT;ChemischeStof;4293;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3859;s34C2yFol;som 3- en 4-ethylfenol;NVT;ChemischeStof;6173;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3860;s34C2yTol;som 3- en 4-ethyltolueen;NVT;ChemischeStof;192;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3861;s34ClAn;som 3- en 4-chlooraniline;NVT;ChemischeStof;1142;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3862;s34ClFol;som 3- en 4-chloorfenol;NVT;ChemischeStof;191;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3863;s34ttCy4Fol;som 3- en 4-tertiair-butylfenol;NVT;ChemischeStof;6041;13 augustus 2019 00:00:00;1 januari 2100 00:00:00
3864;s35DC1yAn25x;som 3,5-dimethylaniline en 2,5-xylidine;NVT;ChemischeStof;5768;29 april 2017 00:00:00;1 januari 2100 00:00:00
3865;s35DC1yFol4C;som 3,5-dimethylfenol en 4-ethylfenol;NVT;ChemischeStof;189;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3866;s3xxyldn35DC;som 2,4-, 2,5-, 2,6-xylidine en 3,5-dimethylaniline;NVT;ChemischeStof;6243;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3867;s45C1y1Hbzta;som 4- en 5-methyl-1H-benzotriazool;NVT;ChemischeStof;5732;6 januari 2017 00:00:00;1 januari 2100 00:00:00
3868;s45Cl2C1yAn;som 4- en 5-chloor-2-methylaniline;NVT;ChemischeStof;5340;6 augustus 2015 00:00:00;1 januari 2100 00:00:00
3869;s4C9yFol;som 4-nonylfenol-isomeren (vertakt);84852-15-3;ChemischeStof;2367;1 augustus 2014 00:00:00;1 januari 2100 00:00:00
3870;s4ClC1yFol;som 4-chloormethylfenol-isomeren;NVT;ChemischeStof;2253;9 november 2011 00:00:00;1 januari 2100 00:00:00
3871;sALK;som alifatische koolwaterstoffen;NVT;ChemischeStof;5320;30 juni 2015 00:00:00;1 januari 2100 00:00:00
3872;sANTXNS;som anatoxines;NVT;ChemischeStof;4299;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3873;sAOX;som adsorbeerbare organische halogeenverbindingen;NVT;ChemischeStof;302;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3874;sARAM;som aromatische amines;NVT;ChemischeStof;1770;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3875;sARK;som aromatische koolwaterstoffen;NVT;ChemischeStof;5321;30 juni 2015 00:00:00;1 januari 2100 00:00:00
3876;sBbjkF;som benzo(b, j en k)fluorantheen-isomeren;NVT;ChemischeStof;355;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3877;sBbkF;som benzo(b)fluorantheen en benzo(k)fluorantheen;NVT;ChemischeStof;347;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3878;sBghiPInP;som benzo(ghi)peryleen en indeno(1,2,3-cd)pyreen;NVT;ChemischeStof;4307;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
3879;sC10C13Clakn;som C10-C13-chlooralkanen;NVT;ChemischeStof;2365;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
3880;sC10armtn;som C10-aromaten;NVT;ChemischeStof;305;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3881;sC11C12armtn;som C11- en C12-aromaten;NVT;ChemischeStof;1795;18 juli 2013 00:00:00;1 januari 2100 00:00:00
3882;sC12XEtr;som C12-gehalogeneerde ethers;NVT;ChemischeStof;2269;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3883;sC12yFol;som dodecylfenol-isomeren;27193-86-8;ChemischeStof;6129;13 maart 2020 00:00:00;1 januari 2100 00:00:00
3884;sC2akfnln;som C2-alkylfenolen;NVT;ChemischeStof;2248;18 juli 2013 00:00:00;1 januari 2100 00:00:00
3885;sC2oxdm;sethoxydim;74051-80-2;ChemischeStof;4603;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3886;sC2yDC1yFo02;som 3- en 4-ethylfenol en 3,5-dimethylfenol;NVT;ChemischeStof;2358;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3887;sC2yDC1yFo03;som 4-ethylfenol en 2,3- en 3,5-dimethylfenol;NVT;ChemischeStof;5155;30 oktober 2014 00:00:00;1 januari 2100 00:00:00
3888;sC2yDC1yFol3;som 2 en 3-ethylfenol en 3,5-dimethylfenol;NVT;ChemischeStof;2246;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3889;sC3akfnln;som C3-alkylfenolen;NVT;ChemischeStof;2250;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3890;sC4akfnln;som C4-alkylfenolen;NVT;ChemischeStof;2251;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3891;sC4yBen;butylbenzeen (vertakt en lineair);68411-44-9;ChemischeStof;415;18 juli 2013 00:00:00;1 januari 2100 00:00:00
3892;sC6C8armtn;som C6-C8-aromaten;NVT;ChemischeStof;2695;18 juli 2013 00:00:00;1 januari 2100 00:00:00
3893;sC6XEtr;som C6-gehalogeneerde ethers;NVT;ChemischeStof;2267;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3894;sC7C10armtn;som C7-C10-aromaten;NVT;ChemischeStof;4308;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3895;sC8yFol;som octylfenolen;NVT;ChemischeStof;5053;21 januari 2014 00:00:00;1 januari 2100 00:00:00
3896;sC9XEtr;som C9-gehalogeneerde ethers;NVT;ChemischeStof;2268;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3897;sC9armtn;som C9-aromaten;NVT;ChemischeStof;309;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3898;sCFK;som chloorfluorkoolstoffen;NVT;ChemischeStof;4312;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3899;sCHLFa2;som 2 chlorofyl-a fracties;NVT;ChemischeStof;6071;1 januari 2020 00:00:00;1 januari 2100 00:00:00
3900;sCHLFa4;som 4 chlorofyl-a fracties;NVT;ChemischeStof;5170;15 januari 2015 00:00:00;1 januari 2100 00:00:00
3901;sChER;som cholinesteraseremmers;NVT;ChemischeStof;515;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3902;sCl4NO2Ben2;som o- en p-chloornitrobenzeen;NVT;ChemischeStof;2255;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3903;sCl4NO2Ben3;som o-, m- en p-chloornitrobenzeen;NVT;ChemischeStof;2256;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3904;sClAn;som chlooranilines;NVT;ChemischeStof;4317;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3905;sClBen;som chloorbenzenen;NVT;ChemischeStof;4318;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3906;sClBen12;som 12 chloorbenzenen (Bbk, 1-1-2008);NVT;ChemischeStof;476;9 juni 2011 00:00:00;1 januari 2100 00:00:00
3907;sClC1yAn;som chloormethylaniline-isomeren;NVT;ChemischeStof;1570;28 augustus 2011 00:00:00;1 januari 2100 00:00:00
3908;sClC3e;som chloorpropeen-isomeren;NVT;ChemischeStof;4326;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3909;sClFol;som chloorfenolen;NVT;ChemischeStof;482;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3910;sCldn;som chloordaan (som cis- en trans-);NVT;ChemischeStof;480;9 juni 2011 00:00:00;1 januari 2100 00:00:00
3911;sDC1Fol2;som 2,3- en 2,6-dimethylfenol;NVT;ChemischeStof;2249;6 juli 2013 00:00:00;1 januari 2100 00:00:00
3912;sDC1yFol202;som 4-ethyl-2,3-dimethylfenol en 3,5-dimethylfenol;NVT;ChemischeStof;5284;19 maart 2015 00:00:00;1 januari 2100 00:00:00
3913;sDC1yFol3;som 3 dimethylfenolen (4-ethyl-3,5- en 2,3- en 3,5-);NVT;ChemischeStof;5054;21 januari 2014 00:00:00;1 januari 2100 00:00:00
3914;sDC8yFt2;som dioctylftalaat en bis(2-ethylhexyl)ftalaat (DEHP);NVT;ChemischeStof;4339;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
3915;sDClAn;som dichlooraniline-isomeren;NVT;ChemischeStof;2094;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
3916;sDClBen;som dichloorbenzeen-isomeren;NVT;ChemischeStof;607;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
3917;sDClC2e;som dichlooretheen-isomeren;NVT;ChemischeStof;519;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
3918;sDClC3a;som dichloorpropaan-isomeren;NVT;ChemischeStof;4935;24 mei 2013 00:00:00;1 januari 2100 00:00:00
3919;sDClC3a3;som 3 dichloorpropanen (som 1,1- en 1,2- en 1,3-);NVT;ChemischeStof;622;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3920;sDClFol6;som 6 dichloorfenolen (Bbk, 1-1-2008);NVT;ChemischeStof;615;9 juni 2011 00:00:00;1 januari 2100 00:00:00
3921;sDClNO2Ben2;som 2,3- en 3,4-dichloornitrobenzeen;NVT;ChemischeStof;4363;6 oktober 2012 00:00:00;1 januari 2100 00:00:00
3922;sDClNO2Ben4;som 2,3-, 2,4-, 2,5- en 3,4-dichloornitrobenzeen;NVT;ChemischeStof;2073;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3923;sDDD;som 2,4'- en 4,4'-DDD;NVT;ChemischeStof;552;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3924;sDDE;som 2,4'- en 4,4'-DDE;NVT;ChemischeStof;553;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3925;sDDT;som 2,4'- en 4,4'-DDT;NVT;ChemischeStof;554;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3926;sDDX;som DDT-, DDE- en DDD-isomeren;NVT;ChemischeStof;4382;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3927;sDDX2;som 2,4'-DDT en 4,4'-DDD;NVT;ChemischeStof;1327;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3928;sDDX4;som 2,4'-DDT, 4,4'-DDT, 4,4'-DDD en 4,4'-DDE;NVT;ChemischeStof;4384;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3929;sDDX6;som 2,4'-, 4,4'-DDT, 2,4'-, 4,4'-DDD, 2,4'- en 4,4'-DDE;NVT;ChemischeStof;555;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3930;sDHOxBen;som dihydroxybenzeen-isomeren;NVT;ChemischeStof;4938;13 september 2013 00:00:00;1 januari 2100 00:00:00
3931;sDOxns17;som 17 dioxines (Bbk, 1-1-2008, als I-TEQ);NVT;ChemischeStof;4417;17 augustus 2018 00:00:00;1 januari 2100 00:00:00
3932;sDOxns29;som 29 dioxines (Bbk, 1-10-2010, als TEQ);NVT;ChemischeStof;2160;17 augustus 2018 00:00:00;1 januari 2100 00:00:00
3933;sDRIJFBEMSPT;som drijfblad- en emerse planten;NVT;Object;5728;3 december 2016 00:00:00;1 januari 2100 00:00:00
3934;sDomtat;som dimethoaat en omethoaat;NVT;ChemischeStof;4416;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3935;sDoxn17PCB12;som 17 dioxines en 12 dioxine-achtige PCB's;NVT;ChemischeStof;5541;9 januari 2016 00:00:00;1 januari 2100 00:00:00
3936;sDtocbmt;som dithiocarbamaten;NVT;ChemischeStof;681;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
3937;sEALK;som extraheerbare alifatische koolwaterstoffen;NVT;ChemischeStof;5316;30 juni 2015 00:00:00;1 januari 2100 00:00:00
3938;sEARK;som extraheerbare aromatische koolwaterstoffen;NVT;ChemischeStof;5318;30 juni 2015 00:00:00;1 januari 2100 00:00:00
3939;sEMSOVPTN;som emerse en oeverplanten;NVT;Object;6046;4 oktober 2019 00:00:00;1 januari 2100 00:00:00
3940;sEOS;som extraheerbare organische zwavelverbindingen;NVT;ChemischeStof;4455;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3941;sEOV;som extraheerbare oliën en vetten;NVT;ChemischeStof;1295;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3942;sEOX;som extraheerbare organische halogeenverbindingen;NVT;ChemischeStof;708;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3943;sETBEMTBE;som 2-ethoxy-2-methylpropaan en methyl-tertiair-butylether;NVT;ChemischeStof;5308;9 juni 2015 00:00:00;1 januari 2100 00:00:00
3944;sFEO;som Feopigment;NVT;ChemischeStof;4471;29 november 2019 00:00:00;1 januari 2100 00:00:00
3945;sFLABKROOS;som flab en kroos;NVT;Object;5727;3 december 2016 00:00:00;1 januari 2100 00:00:00
3946;sFUH;som fenylureumherbiciden;NVT;ChemischeStof;767;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3947;sFol;som fenolen;NVT;ChemischeStof;753;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3948;sFolwv;som fenolen waterdampvluchtig;NVT;ChemischeStof;4481;8 juni 2011 00:00:00;1 januari 2100 00:00:00
3949;sGBCl;som gebonden beschikbaar chloor;NVT;ChemischeStof;470;26 augustus 2011 00:00:00;1 januari 2100 00:00:00
3950;sHBCD;som 1,2,5,6,9,10-hexabroomcyclododecaan;3194-55-6;ChemischeStof;5725;18 januari 2019 00:00:00;1 januari 2100 00:00:00
